"Census Profile, 2021 Census of Population",,,,,,,,,,,,,,
,,,Quebec [Province],,,,,,,,,,,
Income of individuals in 2020,    Employment insurance benefits (%),,1.7,,1.5,,2,,1.7,,1.5,,2,
Income of individuals in 2020,    COVID-19 - Government income support and benefits (%),,5.4,,4.8,,6.1,,5.4,,4.8,,6.1,
Income of individuals in 2020,      COVID-19 - Emergency and recovery benefits (%),,4.6,,4.3,,5.1,,4.6,,4.3,,5.1,
Income of individuals in 2020,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,21,6918715,,3414445,,3504275,,100,,100,,100,
Income of individuals in 2020,  Without total income,,179955,,87650,,92310,,2.6,,2.6,,2.6,
Income of individuals in 2020,  With total income,,6738765,,3326800,,3411970,,97.4,,97.4,,97.4,
Income of individuals in 2020,"    Under $10,000 (including loss)",,462400,,204245,,258155,,6.9,,6.1,,7.6,
Income of individuals in 2020,"    $10,000 to $19,999",,809375,,334315,,475065,,12,,10,,13.9,
Income of individuals in 2020,"    $20,000 to $29,999",,1124265,,499780,,624485,,16.7,,15,,18.3,
Income of individuals in 2020,"    $30,000 to $39,999",,896520,,414070,,482445,,13.3,,12.4,,14.1,
Income of individuals in 2020,"    $40,000 to $49,999",,849005,,411680,,437325,,12.6,,12.4,,12.8,
Income of individuals in 2020,"    $50,000 to $59,999",,687020,,345720,,341305,,10.2,,10.4,,10,
Income of individuals in 2020,"    $60,000 to $69,999",,503110,,271695,,231415,,7.5,,8.2,,6.8,
Income of individuals in 2020,"    $70,000 to $79,999",,367455,,208475,,158980,,5.5,,6.3,,4.7,
Income of individuals in 2020,"    $80,000 to $89,999",,284690,,158760,,125930,,4.2,,4.8,,3.7,
Income of individuals in 2020,"    $90,000 to $99,999",,198140,,112355,,85780,,2.9,,3.4,,2.5,
Income of individuals in 2020,"    $100,000 and over",,556780,,365700,,191080,,8.3,,11,,5.6,
Income of individuals in 2020,"      $100,000 to $149,999",,385890,,245635,,140260,,5.7,,7.4,,4.1,
Income of individuals in 2020,"      $150,000 and over",,170890,,120065,,50820,,2.5,,3.6,,1.5,
Income of individuals in 2020,Total - After-tax income groups in 2020 for the population aged 15 years and over in private households - 100% data,22,6918715,,3414445,,3504275,,100,,100,,100,
Income of individuals in 2020,  Without after-tax income,,177960,,86610,,91355,,2.6,,2.5,,2.6,
Income of individuals in 2020,  With after-tax income,,6740760,,3327835,,3412915,,97.4,,97.5,,97.4,
Income of individuals in 2020,"    Under $10,000 (including loss)",,495035,,214000,,281030,,7.3,,6.4,,8.2,
Income of individuals in 2020,"    $10,000 to $19,999",,853250,,356480,,496765,,12.7,,10.7,,14.6,
Income of individuals in 2020,"    $20,000 to $29,999",,1316685,,592685,,723995,,19.5,,17.8,,21.2,
Income of individuals in 2020,"    $30,000 to $39,999",,1127905,,544940,,582965,,16.7,,16.4,,17.1,
Income of individuals in 2020,"    $40,000 to $49,999",,994235,,505970,,488265,,14.7,,15.2,,14.3,
Income of individuals in 2020,"    $50,000 to $59,999",,691015,,372870,,318145,,10.3,,11.2,,9.3,
Income of individuals in 2020,"    $60,000 to $69,999",,459665,,251490,,208170,,6.8,,7.6,,6.1,
Income of individuals in 2020,"    $70,000 to $79,999",,292135,,160985,,131150,,4.3,,4.8,,3.8,
Income of individuals in 2020,"    $80,000 to $89,999",,174905,,104610,,70295,,2.6,,3.1,,2.1,
Income of individuals in 2020,"    $90,000 to $99,999",,106165,,67055,,39105,,1.6,,2,,1.1,
Income of individuals in 2020,"    $100,000 and over",,229765,,156750,,73020,,3.4,,4.7,,2.1,
Income of individuals in 2020,"      $100,000 to $124,999",,119125,,78615,,40515,,1.8,,2.4,,1.2,
Income of individuals in 2020,"      $125,000 and over",,110635,,78130,,32505,,1.6,,2.3,,1,
Income of individuals in 2020,Total - Employment income groups in 2020 for the population aged 15 years and over in private households - 100% data,19,6918715,,3414445,,3504275,,100,,100,,100,
Income of individuals in 2020,  Without employment income,,2044155,,876545,,1167610,,29.5,,25.7,,33.3,
Income of individuals in 2020,  With employment income,,4874565,,2537900,,2336665,,70.5,,74.3,,66.7,
Income of individuals in 2020,"    Under $5,000 (including loss)",,644075,,331770,,312300,,13.2,,13.1,,13.4,
Income of individuals in 2020,"    $5,000 to $9,999",,401185,,180585,,220595,,8.2,,7.1,,9.4,
Income of individuals in 2020,"    $10,000 to $19,999",,603350,,273725,,329620,,12.4,,10.8,,14.1,
Income of individuals in 2020,"    $20,000 to $29,999",,495105,,228670,,266435,,10.2,,9,,11.4,
Income of individuals in 2020,"    $30,000 to $39,999",,488000,,239620,,248380,,10,,9.4,,10.6,
Income of individuals in 2020,"    $40,000 to $49,999",,485845,,242230,,243610,,10,,9.5,,10.4,
Income of individuals in 2020,"    $50,000 to $59,999",,403980,,217425,,186560,,8.3,,8.6,,8,
Income of individuals in 2020,"    $60,000 to $69,999",,320700,,184770,,135935,,6.6,,7.3,,5.8,
Income of individuals in 2020,"    $70,000 to $79,999",,250635,,147020,,103615,,5.1,,5.8,,4.4,
Income of individuals in 2020,"    $80,000 to $89,999",,218100,,120085,,98020,,4.5,,4.7,,4.2,
Income of individuals in 2020,"    $90,000 to $99,999",,141540,,86090,,55450,,2.9,,3.4,,2.4,
Income of individuals in 2020,"    $100,000 and over",,422055,,285910,,136145,,8.7,,11.3,,5.8,
Income of individuals in 2020,"      $100,000 to $124,999",,205085,,133500,,71585,,4.2,,5.3,,3.1,
Income of individuals in 2020,"      $125,000 and over",,216965,,152410,,64555,,4.5,,6,,2.8,
Income of individuals in 2019,Total - Income statistics in 2019 for the population aged 15 years and over in private households - 100% data,23,6918720,,3414440,,3504275,,100,,100,,100,
Income of individuals in 2019,  Number of total income recipients aged 15 years and over in private households in 2019 - 100% data,,6612685,,3260635,,3352050,,95.6,,95.5,,95.7,
Income of individuals in 2019,    Median total income in 2019 among recipients ($),,38400,,43200,,34000,,38400,,43200,,34000,
Income of individuals in 2019,  Number of after-tax income recipients aged 15 years and over in private households in 2019 - 100% data,,6615985,,3261090,,3354900,,95.6,,95.5,,95.7,
Income of individuals in 2019,    Median after-tax income in 2019 among recipients ($),,34000,,37600,,30600,,34000,,37600,,30600,
Income of individuals in 2019,  Number of market income recipients aged 15 years and over in private households in 2019 - 100% data,,5956320,,3000865,,2955455,,86.1,,87.9,,84.3,
Income of individuals in 2019,    Median market income in 2019 among recipients ($),,34800,,40400,,29200,,34800,,40400,,29200,
Income of individuals in 2019,  Number of employment income recipients aged 15 years and over in private households in 2019 - 100% data,,4872155,,2530660,,2341495,,70.4,,74.1,,66.8,
Income of individuals in 2019,    Median employment income in 2019 among recipients ($),,36400,,41200,,31800,,36400,,41200,,31800,
Income of individuals in 2019,  Number of government transfers recipients aged 15 years and over in private households in 2019 - 100% data,,5078320,,2330945,,2747375,,73.4,,68.3,,78.4,
Income of individuals in 2019,    Median government transfers in 2019 among recipients ($),,7800,,5640,,9100,,7800,,5640,,9100,
Income of individuals in 2019,  Number of employment insurance benefits recipients aged 15 years and over in private households in 2019 -100% data,,727165,,390255,,336910,,10.5,,11.4,,9.6,
Income of individuals in 2019,    Median employment insurance benefits in 2019 among recipients ($),,5000,,4760,,5280,,5000,,4760,,5280,
Income of individuals in 2019,Total - Income statistics in 2019 for the population aged 15 years and over in private households - 25% sample data,24,6918730,,3414515,,3504210,,100,,100,,100,
Income of individuals in 2019,  Number of total income recipients aged 15 years and over in private households in 2019 - 25% sample data,,6612430,,3260240,,3352190,,95.6,,95.5,,95.7,
Income of individuals in 2019,    Average total income in 2019 among recipients ($),,48600,,55500,,41880,,48600,,55500,,41880,
Income of individuals in 2019,  Number of after-tax income recipients aged 15 years and over in private households in 2019 - 25% sample data,,6615755,,3260690,,3355065,,95.6,,95.5,,95.7,
Income of individuals in 2019,    Average after-tax income in 2019 among recipients ($),,39600,,44000,,35320,,39600,,44000,,35320,
Income of individuals in 2019,  Number of market income recipients aged 15 years and over in private households in 2019 - 25% sample data,,5954375,,3000415,,2953960,,86.1,,87.9,,84.3,
Income of individuals in 2019,    Average market income in 2019 among recipients ($),,45920,,53800,,37920,,45920,,53800,,37920,
Income of individuals in 2019,  Number of employment income recipients aged 15 years and over in private households in 2019 - 25% sample data,,4871600,,2530795,,2340805,,70.4,,74.1,,66.8,
Income of individuals in 2019,    Average employment income in 2019 among recipients ($),,46240,,52450,,39520,,46240,,52450,,39520,
Income of individuals in 2019,  Number of government transfers recipients aged 15 years and over in private households in 2019 - 25% sample data,,5076255,,2328310,,2747945,,73.4,,68.2,,78.4,
Income of individuals in 2019,    Average government transfers in 2019 among recipients ($),,9450,,8430,,10320,,9450,,8430,,10320,
Income of individuals in 2019,  Number of employment insurance benefits recipients aged 15 years and over in private households in 2019 - 25% sample data,,727815,,390880,,336935,,10.5,,11.4,,9.6,
Income of individuals in 2019,    Average employment insurance benefits in 2019 among recipients ($),,7020,,5975,,8230,,7020,,5975,,8230,
Income of individuals in 2019,Total - Employment income statistics in 2019 for the population aged 15 years and over in private households - 25% sample data,25,6918730,,3414515,,3504210,,100,,100,,100,
Income of individuals in 2019,  Number of employment income recipients in 2019 who worked full-year full-time in 2020 - 25% sample data,13,2290755,,1238260,,1052495,,33.1,,36.3,,30,
Income of individuals in 2019,    Median employment income in 2019 for full-year full-time workers in 2020 ($),14,54800,,60000,,49200,,54800,,60000,,49200,
Income of individuals in 2019,    Average employment income in 2019 for full-year full-time workers in 2020 ($),15,65400,,72900,,56600,,65400,,72900,,56600,
Income of individuals in 2019,  Number of employment income recipients in 2019 who worked part-year or part-time in 2020 - 25% sample data,16,1894930,,934230,,960695,,27.4,,27.4,,27.4,
Income of individuals in 2019,    Median employment income in 2019 of those who worked part-year or part-time in 2020 ($),,23600,,27200,,21000,,23600,,27200,,21000,
Income of individuals in 2019,    Average employment income in 2019 of those who worked part-year or part-time in 2020 ($),,33000,,37800,,28360,,33000,,37800,,28360,
Income of individuals in 2019,Composition of total income in 2019 of the population aged 15 years and over in private households (%) - 25% sample data,,100,,100,,100,,100,,100,,100,
Income of individuals in 2019,  Market income (%),,85,,89.2,,79.8,,85,,89.2,,79.8,
Income of individuals in 2019,    Employment income (%),,70,,73.4,,66,,70,,73.4,,66,
Income of individuals in 2019,  Government transfers (%),,14.9,,10.8,,20.2,,14.9,,10.8,,20.2,
Income of individuals in 2019,    Employment insurance benefits (%),,1.6,,1.3,,2,,1.6,,1.3,,2,
Income of households in 2020,Total - Income statistics for private households - 100% data,26,3749035,,,...,,...,,...,,...,,...
Income of households in 2020,  Median total income of household in 2020 ($),,72500,,,...,,...,72500,,,...,,...
Income of households in 2020,  Median after-tax income of household in 2020 ($),,63200,,,...,,...,63200,,,...,,...
Income of households in 2020,    Total - Income statistics for one-person private households - 100% data,,1317505,,,...,,...,,...,,...,,...
Income of households in 2020,      Median total income of one-person households in 2020 ($),,38800,,,...,,...,38800,,,...,,...
Income of households in 2020,      Median after-tax income of one-person households in 2020 ($),,34400,,,...,,...,34400,,,...,,...
Income of households in 2020,    Total - Income statistics for two-or-more-persons private households - 100% data,,2431530,,,...,,...,,...,,...,,...
Income of households in 2020,      Median total income of two-or-more-person households in 2020 ($),,97000,,,...,,...,97000,,,...,,...
Income of households in 2020,      Median after-tax income of two-or-more-person households in 2020 ($),,83000,,,...,,...,83000,,,...,,...
Income of households in 2020,Total - Income statistics for private households - 25% sample data,27,3749035,,,...,,...,,...,,...,,...
Income of households in 2020,  Average total income of household in 2020 ($),,92000,,,...,,...,92000,,,...,,...
Income of households in 2020,  Average after-tax income of household in 2020 ($),,75200,,,...,,...,75200,,,...,,...
Income of households in 2020,    Total - Income statistics for one-person private households - 25% sample data,,1317070,,,...,,...,,...,,...,,...
Income of households in 2020,      Average total income of one-person households in 2020 ($),,47680,,,...,,...,47680,,,...,,...
Income of households in 2020,      Average after-tax income of one-person households in 2020 ($),,39640,,,...,,...,39640,,,...,,...
Income of households in 2020,    Total - Income statistics for two-or-more-persons private households - 25% sample data,,2431965,,,...,,...,,...,,...,,...
Income of households in 2020,      Average total income of two-or-more-person households in 2020 ($),,116000,,,...,,...,116000,,,...,,...
Income of households in 2020,      Average after-tax income of two-or-more-person households in 2020 ($),,94500,,,...,,...,94500,,,...,,...
Income of households in 2020,Total - Household total income groups in 2020 for private households - 100% data,21,3749035,,,...,,...,100,,,...,,...
Income of households in 2020,"  Under $5,000",,35920,,,...,,...,1,,,...,,...
Income of households in 2020,"  $5,000 to $9,999",,23880,,,...,,...,0.6,,,...,,...
Income of households in 2020,"  $10,000 to $14,999",,52080,,,...,,...,1.4,,,...,,...
Income of households in 2020,"  $15,000 to $19,999",,82470,,,...,,...,2.2,,,...,,...
Income of households in 2020,"  $20,000 to $24,999",,218185,,,...,,...,5.8,,,...,,...
